客场队名,主场队名,客场胜,客场负,主场胜,主场负,客场比分,主场比分
153,195,26,16,10,32,107,101
153,181,28,17,24,22,104,107
153,174,28,18,27,20,109,93
125,153,22,25,29,18,96,103
188,153,25,21,30,18,102,96
153,139,30,19,20,27,104,101
118,153,38,12,31,19,102,93
195,153,13,38,31,20,85,88
139,153,20,30,32,20,112,120
153,195,35,22,15,41,93,91
104,153,32,26,37,22,97,103
153,202,40,23,45,16,97,121
153,167,41,24,21,44,96,113
153,104,2,0,0,2,84,99
153,104,2,1,1,2,92,88
104,153,3,3,3,3,87,96
153,118,0,1,1,0,75,77
118,153,2,0,0,2,96,99
118,153,2,1,1,2,103,100
153,118,1,3,3,1,90,106
175,154,0,0,0,0,99,91
147,154,1,0,0,2,105,95
16,154,0,2,0,3,79,108
154,133,1,3,1,3,86,95
140,154,3,2,1,4,77,101
168,154,2,4,2,4,90,103
203,154,6,1,3,4,84,82
182,154,4,5,4,5,108,119
35,154,6,2,5,5,90,95
154,168,6,5,2,8,97,113
154,189,6,6,8,2,98,106
154,175,6,7,7,6,115,89
23,154,6,8,7,7,79,77
105,154,8,8,7,8,103,122
154,182,8,9,8,8,105,107
133,154,11,10,9,11,117,110
154,98,9,14,3,16,102,96
154,140,12,14,18,9,118,115
49,154,20,7,13,14,94,100
154,182,15,18,20,14,112,125
154,203,15,19,27,10,105,108
119,154,27,8,15,20,116,101
9,154,9,29,15,21,93,113
154,63,17,22,14,26,103,108
154,189,17,24,26,14,93,106
133,154,23,19,17,25,84,102
196,154,15,29,19,25,106,111
154,161,20,25,15,30,86,92
154,112,20,26,17,25,111,100
154,16,21,26,18,29,98,97
154,35,22,26,28,19,92,83
154,42,23,26,25,23,95,116
161,154,17,35,24,28,85,91
147,154,38,17,25,28,125,101
154,175,27,29,25,29,103,99
70,154,33,24,29,30,98,99
154,119,30,30,43,16,105,122
63,154,24,38,31,31,116,118
2,154,35,27,32,31,81,90
154,70,34,31,34,29,92,96
154,23,34,32,40,24,99,93
168,154,23,43,35,32,102,113
154,161,36,32,22,45,76,99
98,154,24,43,36,33,103,100
154,140,36,34,40,31,103,109
154,168,37,36,27,46,103,98
175,154,36,37,38,36,81,101
189,154,51,24,39,36,84,86
154,147,40,36,50,26,95,109
196,154,27,50,40,37,96,104
140,154,45,34,42,37,116,118
182,154,45,36,44,37,95,99
154,203,0,0,0,0,79,91
203,154,2,0,0,2,120,89
203,154,3,0,0,3,103,82
148,155,0,0,0,0,103,116
155,141,1,0,0,0,94,125
155,176,2,2,2,1,104,123
155,183,2,3,4,1,99,98
113,155,4,2,3,4,113,90
197,155,3,4,3,5,95,116
141,155,8,4,5,7,95,102
169,155,4,8,6,7,86,100
127,155,13,3,9,8,114,108
155,169,9,9,4,12,106,100
162,155,11,9,10,10,114,108
155,120,10,11,17,4,97,122
155,190,11,13,10,13,96,92
113,155,13,13,12,13,91,104
155,141,13,13,14,13,83,102
155,162,13,14,16,10,90,117
57,155,8,21,13,17,111,104
31,155,6,24,13,18,94,79
134,155,11,24,13,19,99,110
155,176,14,20,19,15,97,110
155,148,14,22,25,13,87,123
10,155,13,24,14,23,120,118
155,162,14,24,21,16,114,121
155,3,16,25,19,20,100,102
155,92,16,27,11,32,105,114
155,50,16,28,16,27,103,110
155,113,16,31,23,24,99,109
155,10,16,32,16,32,119,108
3,155,24,25,18,32,92,86
134,155,17,33,18,33,96,79
183,155,36,17,18,35,134,108
43,155,19,36,18,36,92,101
36,155,25,28,19,36,108,102
155,190,19,38,31,24,103,108
169,155,20,37,19,39,122,126
155,127,20,39,41,18,107,106
148,155,42,20,21,40,142,94
155,106,21,41,26,34,126,134
120,155,46,16,21,42,110,114
204,155,50,16,22,44,125,109
155,113,24,47,35,35,107,143
127,155,48,27,25,48,124,112
155,169,25,49,26,48,102,107
176,155,45,31,25,50,107,95
190,155,47,32,25,54,102,90
155,134,25,55,24,56,119,104
184,156,0,0,0,0,108,90
149,156,1,0,0,2,118,111
156,142,0,3,1,0,104,127
205,156,4,3,1,7,93,80
156,72,1,9,5,4,114,109
107,156,5,7,3,10,101,94
114,156,3,10,3,12,120,119
156,18,4,13,3,14,106,96
156,100,5,13,11,5,95,111
156,44,5,14,5,11,96,113
170,156,11,10,5,16,95,98
156,205,6,16,16,6,112,110
156,114,7,16,5,17,100,94
121,156,12,14,8,17,104,103
156,170,8,18,11,15,101,108
156,177,9,20,20,10,98,102
163,156,17,14,9,21,116,107
156,107,9,22,13,18,111,103
25,156,13,21,10,23,87,88
156,128,11,23,26,8,94,98
93,156,13,25,11,25,84,101
128,156,29,8,12,25,106,94
11,156,19,20,12,27,109,102
156,135,12,28,13,26,85,94
156,163,12,29,24,18,100,115
156,205,12,31,27,17,85,99
4,156,30,17,12,34,118,123
156,51,13,34,9,38,80,92
156,93,13,36,15,37,97,103
156,11,13,37,31,21,105,120
107,156,19,33,13,38,106,96
156,128,13,39,35,17,86,102
37,156,21,31,13,40,114,105
121,156,32,27,16,41,108,101
156,191,16,44,43,17,90,97
177,156,40,24,16,45,100,93
18,156,23,39,16,46,85,93
72,156,51,14,17,47,91,86
156,142,17,48,52,13,105,108
135,156,30,37,17,49,80,73
156,121,18,50,40,30,117,127
156,65,19,51,42,30,83,94
156,58,19,53,18,56,113,111
198,156,39,34,20,53,113,92
128,156,48,26,20,54,107,77
156,149,20,56,52,26,100,105
114,156,16,62,20,58,98,106
177,156,48,31,21,58,120,106
156,170,21,59,27,53,92,102
170,156,28,53,21,60,122,99
157,171,0,1,0,1,114,132
108,157,1,2,0,3,120,109
157,52,1,4,2,4,95,99
157,87,1,5,4,3,88,101
157,178,1,7,4,4,82,90
66,157,7,6,2,9,102,91
129,157,5,9,2,10,107,93
157,143,2,11,15,0,77,111
157,59,2,14,0,18,91,103
157,19,3,16,11,9,91,111
157,206,3,19,18,5,87,109
33,157,10,15,3,21,95,113
185,157,12,14,4,21,107,87
157,122,4,22,17,9,78,118
150,157,16,13,5,24,94,84
157,192,5,25,16,16,96,112
157,45,5,27,18,13,112,104
59,157,3,31,6,27,84,93
143,157,32,2,8,27,109,88
157,171,8,28,14,21,115,118
122,157,25,11,8,29,117,113
136,157,16,20,8,30,86,74
157,143,9,31,36,3,98,116
157,136,9,32,17,22,82,109
171,157,17,23,9,34,112,93
206,157,37,6,9,35,108,95
157,129,9,36,19,26,103,121
178,157,25,21,9,37,92,90
115,157,14,35,9,41,115,119
157,199,10,41,18,30,99,96
157,206,11,41,42,8,102,106
157,12,11,43,37,14,111,120
157,5,11,45,28,26,115,126
157,33,11,46,23,33,101,108
38,157,17,43,11,49,101,107
157,108,12,49,23,37,107,117
73,157,33,28,12,50,106,77
143,157,55,5,12,51,95,112
94,157,27,35,13,51,98,107
171,157,25,40,14,53,106,98
192,157,41,30,14,55,100,107
157,164,15,55,19,51,107,119
157,136,15,58,36,37,75,123
87,157,43,30,15,59,100,102
157,199,16,62,29,49,102,110
157,185,16,63,38,41,110,130
157,122,16,64,54,26,79,112
158,137,1,0,0,1,89,96
158,123,1,1,2,0,96,113
144,158,4,1,2,3,97,117
179,158,1,5,4,3,109,97
158,172,4,4,4,5,101,91
39,158,4,6,6,5,118,125
207,158,9,3,7,5,116,107
6,158,8,5,7,6,118,110
123,158,8,6,7,7,109,111
144,158,13,2,8,8,109,85
74,158,10,6,8,9,94,109
158,200,9,9,6,12,88,105
158,67,10,10,12,6,80,113
158,193,10,11,12,8,100,103
137,158,12,9,10,12,107,101
165,158,6,16,10,14,119,115
53,158,13,10,10,15,118,112
158,172,10,16,8,15,92,116
158,60,10,18,6,19,100,89
158,88,11,20,9,20,107,115
158,95,11,21,13,18,90,109
151,158,22,9,11,22,102,111
137,158,18,13,12,22,102,100
179,158,9,23,12,23,101,89
67,158,22,10,12,24,123,114
193,158,22,14,12,25,102,116
158,130,13,25,15,22,109,118
88,158,11,26,13,26,100,127
130,158,16,23,15,26,108,87
158,207,15,27,30,8,94,134
27,158,22,19,15,31,96,108
158,179,16,31,14,29,73,122
158,130,16,32,19,27,98,105
158,137,16,33,29,18,88,96
109,158,21,25,16,34,116,120
158,102,17,34,28,20,108,116
158,46,17,35,31,18,107,113
158,34,18,37,22,29,122,114
158,165,19,38,17,39,101,137
207,158,44,13,19,40,119,98
158,179,19,44,26,36,111,122
158,165,19,45,21,43,122,110
60,158,23,42,20,45,118,116
158,109,20,46,31,35,101,129
34,158,33,34,20,48,107,103
13,158,45,23,20,49,125,120
158,116,21,53,29,44,104,119
158,151,21,54,46,31,104,115
193,158,42,34,21,55,103,108
200,158,33,47,25,55,96,108
201,145,1,1,0,3,97,88
117,145,2,1,0,4,92,107
145,103,1,4,2,2,104,111
145,131,1,5,2,3,107,109
14,145,2,6,1,8,113,107
145,110,1,10,3,9,111,113
145,21,1,11,4,5,80,107
47,145,5,8,1,12,124,115
194,145,11,1,1,13,95,99
166,145,4,9,2,13,82,100
201,145,15,2,3,15,85,90
145,103,4,15,11,6,104,109
145,124,4,16,8,11,91,100
166,145,4,14,4,17,91,98
89,145,15,8,5,19,94,85
145,14,5,21,8,18,109,88
110,145,6,22,7,21,90,113
68,145,21,14,10,23,107,98
103,145,20,13,10,24,93,106
82,145,30,9,12,24,105,111
152,145,30,11,13,25,92,99
110,145,10,32,15,25,111,126
138,145,19,23,16,26,109,113
145,173,17,26,28,15,105,112
145,180,17,27,21,25,83,96
28,145,19,26,18,28,98,105
0,145,33,14,19,28,106,88
145,68,19,29,31,18,100,101
145,82,19,30,36,14,79,97
145,89,19,31,32,20,85,101
145,47,19,32,26,24,116,108
145,7,20,32,8,45,119,126
145,194,21,36,33,25,87,98
145,152,21,37,40,19,95,108
40,145,41,15,21,38,99,92
145,40,24,40,46,15,108,103
145,187,26,41,36,31,82,105
54,145,34,33,26,42,104,94
7,145,13,54,26,43,92,100
145,152,28,44,51,20,104,112
61,145,20,52,28,45,90,94
117,145,50,25,29,47,92,98
145,187,30,47,44,33,82,81
145,173,31,48,53,25,96,107
187,145,46,35,31,50,103,110
146,139,0,0,0,0,105,86
1,146,2,1,1,1,114,101
29,146,2,4,3,2,86,92
83,146,8,2,4,3,89,95
146,132,7,3,8,4,79,108
174,146,8,6,7,4,89,91
111,146,6,8,8,4,101,98
62,146,4,12,8,5,91,103
146,104,10,6,14,5,109,105
118,146,16,3,11,6,100,112
146,132,12,6,12,7,107,105
104,146,14,7,13,6,112,91
146,8,15,7,9,14,92,99
146,55,15,8,18,8,78,77
146,174,17,8,17,11,92,96
146,125,18,9,16,14,74,71
146,139,19,10,11,17,97,104
104,146,18,15,19,11,95,103
111,146,17,17,20,11,109,97
146,181,21,13,21,16,105,103
146,111,22,13,19,19,94,95
139,146,16,21,23,15,97,93
160,146,20,22,24,17,91,87
181,146,24,20,24,18,91,95
146,22,26,18,25,18,89,102
146,118,26,19,34,12,91,114
125,146,24,27,29,21,97,98
132,146,27,25,30,21,96,105
146,174,31,21,30,23,94,75
146,188,34,22,32,23,85,94
146,104,38,23,34,27,104,98
146,160,39,23,32,30,90,93
195,146,20,43,39,24,98,107
146,69,40,24,38,26,102,109
188,146,1,1,1,1,86,87
188,146,1,2,2,1,97,101
146,188,3,1,1,3,80,92
188,146,2,3,3,2,90,88
146,188,3,3,3,3,82,72
146,202,0,1,1,0,88,105
202,146,2,0,0,2,96,86
202,146,3,0,0,3,102,99
140,147,1,1,2,0,114,110
203,147,4,0,2,2,84,106
70,147,2,2,4,2,76,89
84,147,6,2,5,2,100,107
147,203,7,2,8,2,92,87
147,119,8,2,8,3,111,117
147,35,8,3,6,4,76,86
196,147,3,9,8,5,105,98
112,147,6,7,8,6,95,101
147,133,10,6,9,9,105,104
175,147,8,9,11,6,90,112
63,147,4,16,13,6,83,102
147,2,14,6,11,8,94,89
147,30,16,6,12,9,111,85
168,147,8,17,19,6,85,97
42,147,14,13,22,6,77,106
147,133,23,6,15,15,116,114
133,147,15,16,24,6,96,107
147,105,25,6,17,15,78,92
175,147,13,22,27,8,93,99
91,147,12,23,28,8,104,101
147,112,30,9,16,19,90,77
147,140,32,9,24,15,99,106
119,147,32,9,32,10,109,97
126,147,22,21,32,13,83,96
147,112,33,13,17,24,96,90
147,63,34,13,16,30,73,98
147,98,34,15,11,35,90,98
147,84,35,16,32,14,89,111
147,49,35,17,32,16,102,88
147,56,36,17,22,27,107,90
182,147,29,25,37,17,96,106
203,147,43,12,39,17,116,90
133,147,31,24,39,18,94,107
147,23,41,18,36,21,99,91
147,9,42,18,20,38,105,89
189,147,43,19,45,20,96,85
49,147,38,25,45,21,80,93
147,168,46,21,23,44,101,116
35,147,40,28,47,22,95,101
147,196,48,23,25,46,105,91
147,203,49,23,54,17,102,104
147,182,49,24,39,33,81,98
154,147,40,36,50,26,95,109
112,147,29,48,51,26,95,111
147,189,53,26,54,25,91,87
126,147,33,47,54,26,77,93
189,147,0,0,0,0,91,112
189,147,0,1,1,0,91,93
147,189,2,0,0,2,82,94
147,189,2,1,1,2,83,104
189,147,2,2,2,2,103,93
147,189,2,3,3,2,105,118
141,148,1,0,0,1,115,126
148,169,1,1,1,0,110,101
148,183,3,3,4,2,107,94
113,148,5,2,4,3,107,109
36,148,3,5,6,3,103,110
148,113,7,4,7,5,102,98
148,120,8,4,7,3,91,105
169,148,4,7,8,5,102,103
3,148,6,5,9,5,82,121
50,148,3,10,10,5,80,93
148,71,12,6,9,10,97,107
148,190,12,7,9,8,101,81
148,10,13,7,6,13,82,88
148,57,13,8,7,14,94,83
197,148,11,12,17,9,95,108
106,148,14,11,18,9,91,112
113,148,13,14,19,9,116,120
162,148,18,11,21,11,107,88
148,204,23,12,25,8,92,116
43,148,13,22,24,13,105,111
155,148,14,22,25,13,87,123
176,148,23,16,26,13,127,129
148,50,27,13,15,24,109,95
148,17,28,14,17,23,112,103
148,3,29,15,21,20,112,95
148,31,31,15,8,35,114,86
148,141,33,15,27,19,92,111
148,106,34,16,22,23,115,116
64,148,26,23,34,18,105,118
57,148,15,36,35,18,78,123
127,148,36,16,36,18,117,122
204,148,38,15,37,18,113,103
148,190,37,19,30,23,96,102
148,120,37,20,43,13,125,117
183,148,39,18,39,20,93,101
197,148,23,35,40,20,76,108
148,162,41,20,35,24,104,96
17,148,25,43,48,21,103,112
148,197,50,21,30,40,96,98
148,176,50,22,43,29,109,103
148,183,51,22,49,22,118,107
148,113,52,22,36,36,114,104
148,162,53,22,44,30,112,108
120,148,56,21,55,23,107,101
169,148,27,52,55,24,101,117
106,148,36,44,56,24,105,117
141,148,0,0,0,0,109,105
148,141,1,1,1,1,98,96
148,141,3,2,2,3,99,100
141,148,3,3,3,3,121,126
120,148,1,1,1,1,118,112
120,148,2,1,1,2,99,101
148,120,2,2,2,2,104,105
120,148,3,2,2,3,104,98
121,149,0,1,0,0,90,93
135,149,1,2,2,1,101,107
128,149,3,2,3,2,102,106
163,149,5,4,4,3,107,120
4,149,7,3,5,3,105,89
149,184,9,5,12,3,102,85
149,135,10,5,5,11,112,96
93,149,7,13,12,5,86,114
198,149,8,9,13,5,100,120
163,149,12,9,14,5,120,121
149,25,15,5,7,14,103,96
149,100,16,5,15,6,96,104
149,32,16,6,11,12,106,111
25,149,8,17,17,7,100,102
149,107,18,7,10,15,106,109
32,149,14,13,18,8,102,106
149,205,19,8,17,11,118,125
51,149,5,28,21,11,78,99
58,149,4,27,22,11,91,127
86,149,15,21,25,12,104,90
11,149,20,20,26,13,126,121
149,170,26,14,16,23,117,108
44,149,13,25,27,14,93,102
37,149,18,24,28,14,84,123
149,163,29,14,26,19,120,100
149,135,31,14,16,29,94,89
149,205,32,15,30,17,105,85
149,37,33,15,18,28,100,102
149,65,33,17,33,17,107,123
205,149,34,19,35,19,115,119
170,149,19,34,36,19,99,126
149,184,37,20,38,18,105,110
149,191,37,21,41,15,97,79
149,4,38,21,37,22,96,86
149,114,39,21,13,45,110,105
149,170,43,25,22,44,116,105
198,149,37,32,45,25,100,107
149,58,47,25,18,54,119,98
142,149,60,13,49,25,110,106
149,128,49,26,48,25,126,122
149,107,50,26,28,48,107,92
191,149,54,25,53,26,86,94
107,149,30,50,54,26,103,110
149,163,55,26,39,42,112,101
205,149,0,1,1,0,111,107
149,205,1,2,2,1,114,105
149,205,2,3,3,2,102,96
205,149,3,3,3,3,109,111
184,149,1,1,1,1,99,124
184,149,1,2,2,1,95,128
149,184,3,1,1,3,103,124
184,149,2,3,3,2,119,107
150,171,0,0,0,0,111,104
178,150,1,0,1,0,88,104
164,150,2,1,3,0,96,102
150,143,4,0,4,0,108,112
185,150,3,3,4,1,109,105
150,164,5,3,3,4,104,118
19,150,5,3,5,4,96,101
143,150,12,0,6,4,124,117
150,129,6,5,4,9,91,102
66,150,8,6,6,6,91,80
136,150,6,7,7,7,102,91
199,150,4,11,7,8,90,111
115,150,8,8,8,8,99,107
26,150,11,5,10,8,103,91
150,115,11,9,8,11,110,106
150,33,12,9,9,13,109,95
150,5,13,9,11,8,80,83
150,38,13,10,7,15,105,100
150,206,16,10,22,5,107,115
150,157,16,13,5,24,94,84
150,136,17,13,12,15,109,104
150,101,18,13,14,14,108,91
199,150,11,24,24,13,111,114
87,150,22,16,25,13,90,104
185,150,22,20,26,14,132,140
150,12,27,14,29,11,102,115
150,66,28,15,28,15,94,112
150,73,29,16,27,19,85,83
157,150,9,39,30,16,93,105
150,94,32,17,21,27,107,93
150,59,34,17,8,43,98,92
150,45,35,17,31,23,134,139
206,150,45,8,35,18,86,105
108,150,22,35,37,19,87,81
38,150,17,42,38,20,95,105
73,150,34,28,40,20,107,97
150,178,40,21,33,30,109,90
150,122,41,21,43,20,108,120
52,150,27,39,41,22,94,101
12,150,46,18,42,22,114,90
150,185,42,24,34,33,122,106
150,143,43,26,63,7,98,114
150,115,46,27,25,49,99,79
150,122,47,27,52,23,117,119
178,150,41,38,51,28,91,98
192,150,42,38,52,28,84,110
129,150,0,0,0,0,95,115
150,129,2,0,0,2,88,96
129,150,2,2,2,2,108,98
150,129,2,3,3,2,103,106
165,151,0,3,2,0,98,116
151,207,4,1,5,1,116,92
20,151,4,2,5,1,82,114
130,151,5,3,6,1,80,111
151,123,7,1,6,2,110,108
151,116,8,1,2,5,119,105
39,151,4,5,9,1,95,127
6,151,8,4,11,2,95,102
67,151,8,5,12,2,115,123
151,179,13,2,2,11,124,104
27,151,9,10,16,5,111,102
144,151,18,3,16,6,115,98
130,151,12,13,17,7,120,121
151,88,19,7,9,17,102,98
151,102,20,7,11,14,110,117
109,151,12,16,20,8,102,119
151,200,22,11,12,21,98,102
151,186,22,12,24,9,116,140
151,123,22,13,20,13,88,114
193,151,22,15,23,14,106,115
158,151,15,28,27,14,97,113
123,151,25,17,28,14,98,120
116,151,14,28,29,14,104,101
151,74,29,16,26,18,115,105
151,60,30,16,15,27,110,121
151,165,30,18,15,33,124,114
144,151,42,7,31,18,133,120
151,53,31,21,22,31,119,115
151,137,33,21,34,21,88,72
74,151,32,23,34,21,84,99
186,151,42,19,36,23,122,103
151,6,36,25,31,30,101,91
151,193,38,26,36,28,114,98
60,151,23,41,39,26,100,112
151,109,40,28,32,35,114,129
13,151,45,22,40,29,78,108
137,151,44,28,43,30,95,108
102,151,46,28,44,31,124,133
151,165,45,31,22,53,124,118
179,151,32,45,47,31,101,112
151,207,48,31,61,18,98,87
186,151,54,26,49,31,96,125
137,151,0,0,0,0,97,95
137,151,1,0,0,1,91,99
151,137,1,1,1,1,111,106
151,137,2,1,1,2,98,105
137,151,2,2,2,2,96,92
159,124,0,0,0,0,92,106
124,0,3,0,1,1,98,110
117,124,2,2,4,1,107,106
61,124,1,4,4,2,84,97
124,152,5,2,6,0,96,121
14,124,2,5,5,3,78,100
124,117,6,3,4,3,108,110
131,124,8,5,8,5,103,94
124,40,8,9,13,4,95,99
124,96,8,10,5,12,79,83
124,187,12,12,10,14,73,86
138,124,9,16,13,14,95,96
28,124,10,15,14,14,80,106
124,103,16,15,16,13,77,95
131,124,22,10,16,16,89,100
124,173,18,16,25,8,81,84
124,180,18,17,16,18,103,100
124,110,19,17,9,27,108,98
82,124,29,9,20,17,107,100
47,124,21,15,20,18,100,86
124,166,22,20,9,30,94,90
21,124,16,23,24,20,92,97
166,124,9,32,25,20,96,81
40,124,34,10,25,21,88,78
201,124,40,7,25,22,86,99
124,110,30,24,13,41,95,81
194,124,33,24,31,24,96,103
68,124,35,23,33,25,90,83
180,124,30,31,33,26,103,87
124,166,33,27,15,43,107,102
124,82,36,27,43,20,105,96
54,124,36,33,39,29,101,110
124,152,40,29,49,20,80,84
124,117,42,30,47,24,90,99
173,124,53,23,44,32,96,104
138,124,33,44,45,32,108,87
124,131,45,33,37,41,98,87
152,124,55,23,46,33,86,93
124,138,48,33,35,46,86,110
124,173,0,0,0,0,81,89
173,124,2,0,0,2,92,97
173,124,2,1,1,2,82,84
124,173,2,2,2,2,82,93
173,124,3,2,2,3,103,96
55,125,0,0,0,0,103,107
104,125,2,0,2,0,102,111
125,118,3,1,5,1,103,93
146,125,4,2,6,2,97,105
90,125,6,3,7,2,107,104
125,202,7,3,7,4,83,99
125,69,8,5,10,4,89,92
125,15,9,6,3,13,91,94
188,125,10,6,10,7,84,97
125,139,11,7,5,11,93,101
160,125,6,11,11,8,71,109
125,167,13,9,6,15,92,95
104,125,15,8,13,10,97,117
125,195,14,12,4,22,94,86
125,139,15,14,11,14,93,91
69,125,19,11,16,15,77,97
125,153,17,15,18,13,92,103
202,125,23,9,17,16,97,137
125,104,18,16,18,17,95,104
83,125,27,7,18,17,107,93
195,125,9,28,18,19,74,86
125,111,19,19,20,19,94,106
125,41,19,20,20,18,86,104
125,97,19,21,9,29,110,99
125,22,20,21,23,16,75,92
125,48,20,22,18,24,79,121
125,118,21,23,33,11,95,111
29,125,20,24,21,24,116,87
188,125,25,19,21,25,93,97
139,125,20,26,22,26,87,90
118,125,37,12,23,26,109,95
195,125,13,37,23,27,93,99
111,125,25,28,24,28,106,119
132,125,27,26,25,28,102,97
125,174,26,29,31,24,99,97
181,125,31,25,27,30,94,89
139,125,22,34,27,31,110,118
174,125,33,26,28,31,97,94
125,167,28,32,19,41,103,104
125,188,28,35,38,25,89,93
125,202,28,36,47,16,89,124
154,126,0,1,0,0,106,116
126,119,1,0,0,1,92,106
126,175,2,1,2,1,91,114
70,126,2,3,2,4,95,87
126,168,2,5,2,5,103,86
2,126,5,4,4,5,94,102
126,161,5,5,4,7,87,114
112,126,5,5,5,6,95,103
126,35,6,6,7,4,85,98
126,42,6,9,8,7,78,96
126,9,6,10,4,12,118,117
168,126,6,12,8,11,99,80
203,126,18,5,9,12,90,98
196,126,5,17,10,12,94,95
105,126,14,12,11,12,93,101
126,168,13,12,8,18,96,108
168,126,9,18,13,13,91,109
126,154,14,13,14,15,87,104
126,49,15,14,21,9,105,100
126,63,16,14,11,20,79,102
126,112,17,15,15,14,102,97
91,126,12,21,18,15,119,125
84,126,23,10,19,15,90,92
119,126,28,8,20,16,87,83
126,105,20,17,23,16,111,115
30,126,20,18,20,19,110,104
98,126,8,30,20,20,98,95
23,126,26,16,20,21,80,100
147,126,32,12,21,21,100,101
126,147,22,21,32,13,83,96
126,133,23,22,25,21,77,86
133,126,26,21,23,23,99,105
126,112,24,23,18,26,100,98
126,175,25,23,20,28,99,105
126,182,25,24,27,24,103,118
126,196,25,27,18,34,63,99
161,126,17,36,25,28,102,98
126,154,25,29,26,29,107,111
42,126,29,26,25,30,86,92
105,126,36,22,26,30,111,109
126,189,28,31,39,19,85,91
126,196,29,32,21,42,96,98
189,126,42,19,29,33,102,97
49,126,38,24,29,34,90,105
126,56,31,34,25,40,100,101
126,2,31,36,36,30,99,89
126,70,32,36,38,30,104,93
35,126,41,29,33,37,111,93
133,126,36,36,33,38,105,95
126,140,33,39,41,32,98,125
182,126,42,33,33,42,116,98
119,126,58,21,33,45,106,90
126,147,33,47,54,26,77,93
127,162,0,0,0,0,91,104
127,106,0,1,0,1,113,98
204,127,2,0,1,1,105,115
17,127,2,3,4,2,103,109
162,127,5,2,5,2,89,90
127,64,7,2,4,6,118,110
127,31,9,2,2,7,91,82
3,127,6,4,10,2,95,98
127,141,11,2,8,5,113,101
50,127,3,9,12,2,91,102
127,162,13,2,7,7,106,120
127,155,13,3,9,8,114,108
134,127,4,16,16,3,98,130
183,127,15,7,18,4,104,111
127,17,20,4,11,13,111,109
127,10,21,4,9,14,119,116
127,113,22,4,12,13,109,120
197,127,11,13,22,5,107,110
148,127,20,10,23,5,112,116
127,197,24,6,13,15,108,110
127,120,24,7,25,5,98,94
127,169,26,8,10,22,119,123
92,127,10,24,26,9,94,110
10,127,14,24,28,9,96,108
127,204,29,9,31,8,109,100
113,127,21,21,32,11,104,115
190,127,22,20,33,12,98,81
64,127,25,21,33,13,103,106
127,113,35,15,24,26,117,110
120,127,41,12,36,15,98,95
127,148,36,16,36,18,117,122
204,127,39,15,36,17,111,109
127,106,38,18,25,30,100,95
36,127,26,28,39,18,80,124
155,127,20,39,41,18,107,106
71,127,26,32,41,19,78,102
127,176,42,19,36,26,98,103
127,183,42,20,43,19,113,118
127,190,42,21,36,26,99,109
127,204,42,22,47,16,90,103
141,127,41,26,43,23,113,112
31,127,13,54,43,24,115,120
99,127,35,32,44,24,103,116
127,85,45,25,47,21,91,93
127,92,45,26,19,52,85,95
127,3,46,27,40,31,91,74
190,127,43,29,47,27,98,105
127,155,48,27,25,48,124,112
169,127,27,51,50,28,99,100
141,127,49,30,52,28,117,119
148,127,57,24,53,28,104,110
183,127,1,2,2,1,120,123
127,183,3,1,1,3,98,108
183,127,2,3,3,2,98,99
204,127,2,0,0,2,118,103
127,204,1,3,3,1,82,104
121,128,0,0,0,0,89,106
11,128,1,1,1,2,82,101
177,128,3,1,2,2,87,108
128,149,3,2,3,2,102,106
107,128,1,4,3,3,100,116
128,107,5,3,1,5,130,113
37,128,4,4,6,3,87,97
198,128,5,3,7,3,93,102
4,128,8,4,8,3,87,105
128,44,9,3,4,7,94,88
128,58,10,3,0,13,114,104
191,128,13,2,12,3,112,99
114,128,4,10,12,4,93,107
128,107,13,4,9,8,105,103
25,128,7,11,14,4,82,88
128,18,16,4,3,18,98,86
128,114,17,4,4,16,82,90
128,4,17,5,13,8,106,115
205,128,17,7,18,6,95,108
32,128,13,12,19,6,97,104
128,205,20,6,17,9,129,119
128,121,22,7,13,15,115,111
51,128,5,27,24,7,79,101
72,128,24,8,26,7,115,107
156,128,11,23,26,8,94,98
86,128,15,20,27,8,83,99
93,128,13,26,28,8,92,103
149,128,25,13,30,8,100,94
128,191,30,10,28,11,98,102
170,128,16,24,30,11,94,98
128,163,31,11,25,18,113,118
44,128,13,26,31,12,90,89
100,128,29,14,31,13,96,103
128,11,32,13,26,20,94,99
163,128,28,22,33,16,87,108
128,177,34,16,34,18,101,111
156,128,13,39,35,17,86,102
205,128,34,22,36,19,95,111
128,170,38,19,20,36,110,99
128,149,39,19,40,21,98,93
177,128,40,22,40,19,75,94
128,114,41,19,13,47,113,121
142,128,57,13,44,24,122,108
128,163,45,25,38,34,87,81
163,128,38,36,47,25,86,109
149,128,49,26,48,25,126,122
128,156,48,26,20,54,107,77
198,128,41,34,49,26,90,99
114,128,16,61,50,27,91,116
128,142,51,27,63,15,105,116
135,128,36,43,51,28,111,105
128,121,51,29,43,37,90,101
128,191,0,0,0,0,86,100
